TermID, Name, Frequency, PlotX, PlotY, LogSize, Value, Uniqueness, Dispensability, Representative, Eliminated
"GO:0006936", "muscle contraction", 0.0389157488288925, 3.31413315503675, 5.11102099014559, 3.97414309990221, NaN, 0.894930880614276, 0, null, False
"GO:0007155", "cell adhesion", 0.56162022359888, -0.386018984802606, -7.37019190910206, 5.13341754442658, NaN, 0.865065284109371, 0, null, False
"GO:0007160", "cell-matrix adhesion", 0.0402417179801582, null, null, 3.98869270254982, NaN, 0.866711921685372, 0.78905445, 7155, True
"GO:0022610", "biological adhesion", 0.574995575972084, -5.45982493241216, 4.4489024049396, 5.14363923527454, NaN, 1, 0, null, False
"GO:0051239", "regulation of multicellular organismal process", 0.538103892202756, 5.84486620923826, -1.67578478746677, 5.1148410793295, NaN, 0.922836903333089, 0, null, False
"GO:0043062", "extracellular structure organization", 0.0606971673168184, -4.66892783133698, -2.9956677256898, 4.16716959040863, NaN, 0.834917764103675, 0.00825715, null, False
"GO:0046483", "heterocycle metabolic process", 21.9091039472243, -1.78295683290741, 6.44076386899895, 6.7245963098478, NaN, 0.987264614650848, 0.01551413, null, False
"GO:2000026", "regulation of multicellular organismal development", 0.267449217033805, 4.52091574854955, -3.97552037585859, 4.81121965053508, NaN, 0.925859248985091, 0.21647739, null, False
"GO:0065008", "regulation of biological quality", 2.85164743199017, 4.32111560349856, -2.21341058359908, 5.83906807099862, NaN, 0.91956471835948, 0.25579455, null, False
"GO:0030198", "extracellular matrix organization", 0.0589787773886983, -5.076601869221, -1.37150439767859, 4.15469779359639, NaN, 0.74623178459142, 0.32207512, null, False
"GO:0030199", "collagen fibril organization", 0.00945940609469948, null, null, 3.3600250891894, NaN, 0.759519441774845, 0.88644254, 30198, True
"GO:0045229", "external encapsulating structure organization", 1.05060955751955, -5.4888739609504, -2.3168115167968, 5.40541466695186, NaN, 0.812954049343338, 0.39961194, null, False
"GO:0003013", "circulatory system process", 0.0911159736405594, 3.87087291335559, 4.90048305953042, 4.3435858206914, NaN, 0.894930880614276, 0.64790562, null, False
