TermID, Name, Frequency, PlotX, PlotY, LogSize, Value, Uniqueness, Dispensability, Representative, Eliminated
"GO:0001775", "cell activation", 0.105445528113272, 0.899765798965023, -7.83757421562536, 4.40701679118545, NaN, 0.993953678193596, 0, null, False
"GO:0002252", "immune effector process", 0.065084018527548, 4.02782411675516, -5.49446871550882, 4.19747353501478, NaN, 0.894500215933785, 0, null, False
"GO:0002376", "immune system process", 0.898308988649869, -4.92180372131349, -7.52417889122966, 5.3373993544719, NaN, 1, 0, null, False
"GO:0003008", "system process", 0.783280132091312, 5.11567233613705, -4.12539632660824, 5.27789101320919, NaN, 0.926441519221574, 0, null, False
"GO:0008152", "metabolic process", 62.7747296551307, 3.17478409859925, -6.54092821344176, 7.18175649173952, NaN, 1, 0, null, False
"GO:0009607", "response to biotic stimulus", 0.677822211742981, -2.55764663810127, -6.24809336201967, 5.2150900549945, NaN, 0.8917849534506, 0, null, False
"GO:0009653", "anatomical structure morphogenesis", 0.843535309691042, 3.55374790303111, -4.14355532720897, 5.31007700532426, NaN, 0.906968668057038, 0, null, False
"GO:0030154", "cell differentiation", 1.00690627521303, null, null, 5.38696244121462, NaN, 0.894871770519002, 0.81713184, 9653, True
"GO:0048869", "cellular developmental process", 1.02457347166152, null, null, 5.39451646992808, NaN, 0.901502790690054, 0.83444001, 9653, True
"GO:0048666", "neuron development", 0.228252577543585, null, null, 4.74239516207375, NaN, 0.888258444921586, 0.84899558, 9653, True
"GO:0048731", "system development", 1.19554500801943, null, null, 5.46153904303751, NaN, 0.886069346128994, 0.86459291, 9653, True
"GO:0022008", "neurogenesis", 0.350576329806613, null, null, 4.92875931931962, NaN, 0.885439551876335, 0.88453389, 9653, True
"GO:0007399", "nervous system development", 0.542655973214267, null, null, 5.11849950578702, NaN, 0.892351061774004, 0.88492104, 9653, True
"GO:0007275", "multicellular organism development", 1.32476297372004, null, null, 5.50611114762876, NaN, 0.889296837903349, 0.90919218, 9653, True
"GO:0048513", "animal organ development", 0.705717132859796, null, null, 5.23260481516133, NaN, 0.889898094543098, 0.90970742, 9653, True
"GO:0048468", "cell development", 0.475626373782525, null, null, 5.06124131238465, NaN, 0.899944307219685, 0.91166188, 9653, True
"GO:0048856", "anatomical structure development", 1.74471103538446, null, null, 5.6256961483378, NaN, 0.903553742189155, 0.91483546, 9653, True
"GO:0030182", "neuron differentiation", 0.272839839284277, null, null, 4.81988597222781, NaN, 0.886656763686536, 0.95678283, 9653, True
"GO:0048699", "generation of neurons", 0.317480800710224, null, null, 4.88569472962993, NaN, 0.885371945694268, 0.96658589, 9653, True
"GO:0023052", "signaling", 7.44411886830144, 2.26135059819339, -4.988402154093, 6.2557851524542, NaN, 1, 0, null, False
"GO:0032501", "multicellular organismal process", 2.32918667117634, 4.53676747088977, -0.87268857350455, 5.75117667849104, NaN, 1, 0, null, False
"GO:0032502", "developmental process", 2.00765774034699, 2.70470526607141, -2.12311524165619, 5.68666218318046, NaN, 1, 0, null, False
"GO:0040011", "locomotion", 0.960166895317173, 2.29172820902283, -3.34066455634332, 5.36632020874339, NaN, 1, 0, null, False
"GO:0044419", "biological process involved in interspecies interaction between organisms", 0.793371542173998, -3.12200547534709, 7.63631625599517, 5.28345049177858, NaN, 1, 0, null, False
"GO:0050865", "regulation of cell activation", 0.094110763779711, -6.22995364953753, -1.55165505440899, 4.35762997195676, NaN, 0.8237850720125, 0, null, False
"GO:0050896", "response to stimulus", 13.3850885392149, -3.80303874103811, 7.51229652398763, 6.5105929944151, NaN, 1, 0, null, False
"GO:0051179", "localization", 19.2130368956493, 3.20532063479228, -0.888207243962507, 6.66756772222234, NaN, 1, 0, null, False
"GO:0065007", "biological regulation", 23.1758919145954, 4.17565427751805, -2.13936559812125, 6.74900814628758, NaN, 1, 0, null, False
"GO:0006928", "movement of cell or subcellular component", 0.96156308713377, 2.19468979802493, -6.18335173178376, 5.36695126087573, NaN, 0.9924714903785, 0.00903987, null, False
"GO:0007267", "cell-cell signaling", 0.344029098950675, -5.93947775793419, -5.87491962255157, 4.9205720046032, NaN, 0.954285401352016, 0.01007606, null, False
"GO:0048870", "cell motility", 0.57065003221155, 6.43253784026702, 0.689365577494913, 5.1403446019181, NaN, 0.909657265919732, 0.01059581, null, False
"GO:0071674", "mononuclear cell migration", 0.0132059918274036, null, null, 3.50487845941022, NaN, 0.849158936144299, 0.72862595, 48870, True
"GO:0050900", "leukocyte migration", 0.0368586378091718, null, null, 3.9505595616118, NaN, 0.847209674262144, 0.78583806, 48870, True
"GO:0060326", "cell chemotaxis", 0.0604245381455301, null, null, 4.16521463991033, NaN, 0.794409203673329, 0.81672165, 48870, True
"GO:1990266", "neutrophil migration", 0.0118139307558255, null, null, 3.45651785780526, NaN, 0.848308484348686, 0.8792796, 48870, True
"GO:0006935", "chemotaxis", 0.546766064508688, null, null, 5.12177644500816, NaN, 0.797658423302059, 0.88697579, 48870, True
"GO:0042330", "taxis", 0.550925724743344, null, null, 5.12506792000159, NaN, 0.820907049297714, 0.88762419, 48870, True
"GO:0097529", "myeloid leukocyte migration", 0.0184602994922323, null, null, 3.65030752313194, NaN, 0.846106702182258, 0.90166809, 48870, True
